author,date,time,comment
@user-nl8yv9nn1u,2022-04-03,2022-04-03T14:37:37Z,"А я не удивляюсь жестокости нашей армии, к сожалению. Дедовщина и издевательства над слабыми - это основа нашей армии последние лет 50 ((( А здесь они почуяли настоящую власть и безнаказанность...."
@Irisha_go,2022-04-03,2022-04-03T14:37:32Z,Не будет прощения за такое. Никогда. Гореть в аду всем тем кто такое совершил.
@user-oi5dc3bv5c,2022-04-03,2022-04-03T14:37:31Z,"Заказ Европы, где доказательства и факты ?!"
@user-zr6yv9pb9c,2022-04-03,2022-04-03T14:37:27Z,"….яка не виносима біль!….за що???   Господи, почуй молитви наші!  Покарай винних!  Нехай не мають вони спокою: ні вдень, ні вночі!!!"
@kanitell93,2022-04-03,2022-04-03T14:37:24Z,Спасибо за честное освещение ситуации. Вы не боитесь называть вещи своими именами. Благодаря вам появляется надежда.
@ieeji768,2022-04-03,2022-04-03T14:37:23Z,Виновные будут наказаны
@user-ro9gb2er7m,2022-04-03,2022-04-03T14:37:23Z,Кроме &quot;пиздец&quot; ничего в голову не лезет смотря кадры из городов
@Andrewpb79,2022-04-03,2022-04-03T14:37:17Z,"Путь будет проклят тот, кто кричал и кричит о том, что нужно было напасть на Украину. Будь прокляты те, кто убивал. Будь прокляты все их родные и весь их род!!!!!!!!"
@malenkijkaktus,2022-04-03,2022-04-03T14:37:15Z,Не могу ничего написать чтобы это не притянули к какой-нибудь статье.
@user-dh1uo7om4p,2022-04-03,2022-04-03T14:37:15Z,Боже...
@user-pi4tb3hl1h,2022-04-03,2022-04-03T14:37:14Z,"Те кто оправдывают эти зверства, помните: эти люди вернутся с войны домой ещё больше озверевшими чем были до нее. Они будут творить эти зверства со своими гражданами."
@Belle-zq3xc,2022-04-03,2022-04-03T14:36:49Z,"Спасибо Максим, что говоришь и показываешь всё как есть, несмотря ни на что. Мне кажется это важно видеть."
@niyamuhte498,2022-04-03,2022-04-03T14:36:44Z,"МАКСИМ КАЦ, ВЫ БОЛЬШОЙ МОЛОДЕЦ! СПАСИБО 💙💛, что говорите об этом... этот ужас случился недалеко от нашего дома ... Мы чудом живы... Земля пухом всем погибшим людям. Геноцид и Рашизм мы никогда не забудем!!!!!!"
