Date,Closing,Opening,High,Low,Volume,Diff %
07.12.2022,1231.04,1271.24,1275.3,1221.1,422120.00,-3.16000
06.12.2022,1271.26,1259.56,1273.92,1243.66,342160.00,0.93000
05.12.2022,1259.56,1279.21,1303.92,1248.69,430540.00,-1.58000
04.12.2022,1279.74,1240.46,1284.24,1240.14,344960.00,3.17000
03.12.2022,1240.46,1295.69,1302.61,1237.81,373790.00,-4.26000
02.12.2022,1295.69,1276.05,1295.8,1266.16,393370.00,1.54000
01.12.2022,1276.05,1294.4,1295.82,1263.58,453590.00,-1.42000
30.11.2022,1294.41,1216.54,1304.97,1213.44,858510.00,01.июн
29.11.2022,1216.55,1167.73,1226.35,1159.72,549930.00,4.18000
28.11.2022,1167.73,1193.38,1199.06,1151.98,518170.00,-2.15000
27.11.2022,1193.38,1205.17,1222.83,1191.09,306640.00,-0.98000
26.11.2022,1205.15,1198.12,1229.2,1196.93,413090.00,0.59000
25.11.2022,1198.12,1203.77,1204.75,1172.63,426960.00,-0.47000
24.11.2022,1203.77,1185.7,1217.38,1180.91,544830.00,1.52000
23.11.2022,1185.79,1139.74,1189.17,1128.53,688960.00,4.04000
22.11.2022,1139.74,1107.46,1141.58,1077.85,815180.00,2.91000
21.11.2022,1107.46,1142.88,1143.96,1081.96,981810.00,-3.1000
20.11.2022,1142.88,1217.65,1226.14,1135.57,564890.00,-6.14000
19.11.2022,1217.65,1208.92,1231.15,1207.34,225460.00,0.86000
18.11.2022,1207.31,1206.99,1225.39,1201.47,388690.00,0.18000
17.11.2022,1205.17,1206.16,1227.73,1185.58,567610.00,-0.08000
16.11.2022,1206.16,1253.45,1267.62,1188.76,705310.00,-3.77000
15.11.2022,1253.45,1242.64,1289.21,1235.39,686180.00,0.87000
14.11.2022,1242.64,1221.47,1289.01,1175.42,1010000.00,1.73000
13.11.2022,1221.47,1256.29,1274.24,1205.61,597250.00,-2.77000
12.11.2022,1256.29,1288.71,1291.39,1239.34,602580.00,-2.51000
11.11.2022,1288.63,1299.21,1307.16,1203.04,1450000.00,-0.81000
10.11.2022,1299.15,1100.86,1346.92,1089.01,2190000.00,18.01000
09.11.2022,1100.84,1335.26,1337.19,1076.29,2920000.00,-17.56000
08.11.2022,1335.25,1567.54,1576.1,1241.18,2870000.00,-14.82000
07.11.2022,1567.57,1570.71,1608.06,1547.29,719300.00,-0.21000
06.11.2022,1570.86,1626.86,1637.44,1565.79,464260.00,-3.45000
05.11.2022,1627.07,1645.03,1664.42,1623.48,404020.00,-1.09000
04.11.2022,1645.01,1531.06,1666.17,1528.6,1070000.00,7.44000
03.11.2022,1531.08,1518.99,1558.75,1515.75,631900.00,0.79000
02.11.2022,1519.04,1579.59,1618.82,1503.29,1140000.00,-3.84000
01.11.2022,1579.64,1572.89,1609.1,1564.69,593310.00,0.43000
31.10.2022,1572.89,1590.47,1634.17,1550.72,938650.00,-1.11000
30.10.2022,1590.47,1619.67,1638.6,1577.35,542490.00,-1.8000
29.10.2022,1619.69,1554.47,1660.13,1548.83,1050000.00,01.апр
28.10.2022,1554.47,1514.14,1572.66,1489.99,966350.00,2.66000
27.10.2022,1514.19,1566.18,1575.9,1508.24,1020000.00,-3.32000
26.10.2022,1566.16,1459.6,1590.23,1458.61,1430000.00,01.июл
25.10.2022,1459.6,1343.88,1522.06,1335.38,1280000.00,8.61000
24.10.2022,1343.88,1364.19,1369.35,1324.25,665580.00,-1.47000
23.10.2022,1363.92,1313.64,1370.91,1301.8,473610.00,3.83000
22.10.2022,1313.64,1299.76,1318.84,1294.61,244200.00,1.07000
21.10.2022,1299.76,1282.87,1306.27,1257.83,525540.00,1.32000
20.10.2022,1282.87,1285.33,1310.47,1272.79,483190.00,-0.19000
19.10.2022,1285.32,1310.81,1313.46,1282.44,406740.00,-1.94000
18.10.2022,1310.81,1331.4,1341.21,1287.58,625850.00,-1.53000
17.10.2022,1331.12,1305.95,1338.39,1296.45,498150.00,1.93000
16.10.2022,1305.95,1274.93,1314.52,1274.66,333150.00,2.46000
15.10.2022,1274.57,1296.74,1301.48,1264.86,321110.00,-1.71000
14.10.2022,1296.74,1287.33,1342.01,1284.08,734030.00,0.73000
13.10.2022,1287.34,1294.56,1299.74,1196.63,1090000.00,-0.56000
12.10.2022,1294.57,1279.97,1304.45,1275.77,418570.00,1.14000
11.10.2022,1279.97,1290,1297.59,1269.35,498630.00,-0.78000
10.10.2022,1290.04,1323.17,1337.58,1288.68,451440.00,-2.52000
09.10.2022,1323.41,1315.08,1328.55,1308.15,210500.00,0.64000
08.10.2022,1315.05,1331.07,1336.69,1304.08,227700.00,-1.2000
07.10.2022,1330.99,1352.17,1361.26,1319.17,574760.00,-1.57000
06.10.2022,1352.27,1352.07,1383.02,1347.78,680650.00,0.01000
05.10.2022,1352.07,1361.51,1364.03,1317.58,564420.00,-0.69000
04.10.2022,1361.48,1323.37,1367.3,1318.87,550050.00,2.88000
03.10.2022,1323.41,1277.02,1329.16,1266.86,604190.00,3.74000
02.10.2022,1275.74,1311.8,1317.41,1272.38,432450.00,-2.75000
01.10.2022,1311.8,1328.73,1333.61,1303.22,293020.00,-1.27000
30.09.2022,1328.73,1336.05,1372.44,1316.62,866630.00,-0.55000
29.09.2022,1336.08,1337.34,1351.61,1289.66,871660.00,-0.1000
28.09.2022,1337.37,1328.23,1354.75,1261.29,1080000.00,0.69000
27.09.2022,1328.23,1337.07,1399.67,1305.49,1000000.00,-0.66000
26.09.2022,1337.06,1294.24,1339.17,1279.71,1050000.00,3.31000
25.09.2022,1294.26,1317.01,1335.73,1271.87,579090.00,-1.73000
24.09.2022,1317,1327.91,1348.91,1307.96,559420.00,-0.83000
23.09.2022,1327.96,1326.12,1356.74,1264.91,1160000.00,0.11000
22.09.2022,1326.44,1247.64,1346.38,1237.96,1110000.00,6.31000
21.09.2022,1247.74,1323.34,1388.38,1222.29,1390000.00,-5.71000
20.09.2022,1323.33,1375.96,1384.39,1315.03,765140.00,-3.83000
19.09.2022,1376,1334.82,1391.5,1284.5,1110000.00,3.07000
18.09.2022,1335.01,1468.76,1469.21,1327.21,934280.00,-9.11000
17.09.2022,1468.79,1434.01,1475.05,1409.65,483780.00,2.43000
16.09.2022,1434.01,1472.63,1483.43,1410.9,829010.00,-2.62000
15.09.2022,1472.64,1637.89,1653.55,1461.16,1660000.00,-10.09000
14.09.2022,1637.92,1574.41,1646.09,1556.97,858280.00,4.03000
13.09.2022,1574.47,1716.45,1751.5,1562.3,1300000.00,-8.27000
12.09.2022,1716.42,1766.99,1782.74,1694.08,727780.00,-2.86000
11.09.2022,1766.93,1774.38,1786.73,1722.62,467420.00,-0.42000
10.09.2022,1774.38,1718.84,1788.1,1707.81,470190.00,3.23000
09.09.2022,1718.81,1635.33,1743.47,1631.17,969870.00,5.14000
08.09.2022,1634.85,1629.63,1660.56,1595.9,772840.00,0.33000
07.09.2022,1629.51,1557.85,1657.05,1493.19,976590.00,01.май
06.09.2022,1557.85,1617.4,1686.23,1556.09,1180000.00,-3.66000
05.09.2022,1617.07,1578.9,1628.77,1557.66,571750.00,2.42000
04.09.2022,1578.89,1557.35,1580.81,1541.16,339060.00,1.37000
03.09.2022,1557.55,1575.31,1581.37,1535.98,378790.00,-1.13000
02.09.2022,1575.34,1585.55,1647.5,1547.68,1040000.00,-0.64000
01.09.2022,1585.48,1554.57,1597.48,1514.75,823900.00,1.95000
31.08.2022,1555.12,1523.39,1617.09,1523.39,1070000.00,2.09000
30.08.2022,1523.34,1552.56,1605.3,1475.68,1140000.00,-1.88000
29.08.2022,1552.6,1426.25,1559.46,1424.33,931760.00,8.86000
28.08.2022,1426.25,1490.88,1507.92,1424.69,633350.00,-4.33000
27.08.2022,1490.83,1508.32,1518.14,1449.31,866820.00,-1.14000
26.08.2022,1508.08,1695.38,1703.32,1490.67,1340000.00,-11.05000
25.08.2022,1695.37,1656.64,1720.84,1654.77,677670.00,2.34000
24.08.2022,1656.64,1665.3,1691.25,1606.06,827200.00,-0.5000
23.08.2022,1664.89,1626.7,1672.63,1564.37,1050000.00,2.34000
22.08.2022,1626.75,1618.21,1627.13,1531.91,1040000.00,0.53000
21.08.2022,1618.25,1575.61,1644.88,1563.92,852070.00,2.71000
20.08.2022,1575.6,1609.01,1654.84,1525.51,1010000.00,-2.11000
19.08.2022,1609.48,1846.52,1846.97,1607.6,1590000.00,-12.84000
18.08.2022,1846.51,1834.19,1880.22,1822.04,675270.00,0.67000
17.08.2022,1834.18,1876.69,1956.54,1821,1100000.00,-2.27000
16.08.2022,1876.7,1900.08,1914.06,1856.44,725780.00,-1.24000
15.08.2022,1900.25,1935.1,2012.02,1873.7,1090000.00,-1.8000
14.08.2022,1935.1,1983.52,2028.4,1909.19,662150.00,-2.44000
13.08.2022,1983.5,1957.62,2018.97,1946.65,798080.00,1.32000
12.08.2022,1957.63,1880.3,1961.83,1856.64,834690.00,4.11000
11.08.2022,1880.28,1853.5,1931.06,1850.72,1310000.00,1.45000
10.08.2022,1853.46,1702.8,1881.39,1657.78,1520000.00,8.85000
09.08.2022,1702.8,1778.15,1789.55,1668.79,960580.00,-4.25000
08.08.2022,1778.42,1700.26,1813.45,1694.69,951020.00,4.59000
07.08.2022,1700.29,1690.29,1728.97,1669.39,530480.00,0.59000
06.08.2022,1690.27,1737.66,1749.33,1687.74,696110.00,-2.73000
05.08.2022,1737.71,1607,1740.33,1605.71,1210000.00,8.14000
04.08.2022,1606.94,1618.07,1661.15,1581.18,881560.00,-0.69000
03.08.2022,1618.08,1631.46,1682.23,1591.6,906080.00,-0.82000
02.08.2022,1631.48,1630.07,1675.51,1560.17,1250000.00,0.08000
01.08.2022,1630.1,1679.98,1702.81,1607.29,959530.00,-2.97000
31.07.2022,1680,1695.99,1752.94,1667.41,822230.00,-0.94000
30.07.2022,1695.97,1720.8,1741.34,1674.42,891420.00,-1.44000
29.07.2022,1720.77,1725.97,1764.74,1658.26,1440000.00,-0.3000
28.07.2022,1726.01,1635.99,1781.39,1597.67,1870000.00,05.май
27.07.2022,1636.01,1449.65,1643.7,1421.17,1800000.00,12.77000
26.07.2022,1450.7,1438.76,1451.46,1357.7,1420000.00,0.85000
25.07.2022,1438.52,1598.19,1608.06,1438.5,1650000.00,-9.99000
24.07.2022,1598.19,1549.61,1659.93,1547.7,1180000.00,3.14000
23.07.2022,1549.61,1534.85,1596.02,1490.35,1030000.00,0.96000
22.07.2022,1534.85,1575.68,1644.99,1520.36,1430000.00,-2.59000
21.07.2022,1575.68,1520.66,1600.35,1465.93,1550000.00,3.62000
20.07.2022,1520.64,1543.45,1618.43,1488.73,1650000.00,-1.48000
19.07.2022,1543.5,1584.33,1620.35,1494.88,2180000.00,-2.6000
18.07.2022,1584.77,1337.92,1590.95,1336.75,2370000.00,18.46000
17.07.2022,1337.85,1356,1385.23,1323.23,1410000.00,-1.34000
16.07.2022,1356.08,1231.03,1399.16,1192.18,1770000.00,10.16000
15.07.2022,1231.03,1192.83,1284.76,1182.22,1740000.00,3.21000
14.07.2022,1192.75,1115.8,1210.17,1072.58,1860000.00,6.89000
13.07.2022,1115.83,1038.6,1116.51,1012.29,2480000.00,7.44000
12.07.2022,1038.56,1096.41,1097.75,1035.82,1490000.00,-5.28000
11.07.2022,1096.43,1167.35,1170.63,1093.28,1340000.00,-6.08000
10.07.2022,1167.35,1216.94,1219.26,1155.25,1120000.00,-4.07000
09.07.2022,1216.94,1216.26,1232.69,1205.26,644470.00,0.05000
08.07.2022,1216.33,1238.1,1275.69,1194.15,1450000.00,-1.76000
07.07.2022,1238.15,1186.48,1252.69,1163.85,1180000.00,4.36000
06.07.2022,1186.45,1133.87,1202.09,1112.02,1420000.00,4.63000
05.07.2022,1133.9,1151.19,1170.97,1079.36,1590000.00,-1.5000
04.07.2022,1151.19,1074.07,1159.76,1045.97,1350000.00,7.18000
03.07.2022,1074.08,1066.6,1086.9,1041.82,755270.00,0.7000
02.07.2022,1066.6,1059.05,1077.66,1029.03,865060.00,0.72000
01.07.2022,1058.94,1069.13,1110.25,1035.79,1890000.00,-0.95000
